"","Player","Lat","Long","Type"
"63617","Reece Gaines",28.53834,-81.37924,"NBA"
"63618","Reece Gaines",29.76328,-95.36327,"NBA"
"63619","Reece Gaines",43.0389,-87.90647,"NBA"
"63633","Reggie Bullock",39.2904,-76.6122,"Birth"
"63634","Reggie Bullock",35.2375,-77.6151,"High School"
"63635","Reggie Bullock",36.00153,-78.94001,"College"
"63636","Reggie Bullock",34.05223,-118.24368,"NBA"
"63652","Reggie Carter",40.8424,-73.8556,"Birth"
"63653","Reggie Carter",40.8153,-73.57,"High School"
"63654","Reggie Carter",45.58333,-94.39167,"College"
"63655","Reggie Carter",40.71427,-74.00597,"NBA"
"63671","Reggie Evans",30.4621,-87.2174,"Birth"
"63672","Reggie Evans",30.4621,-87.2174,"High School"
"63673","Reggie Evans",41.65502,-91.55684,"College"
"63674","Reggie Evans",47.60621,-122.33207,"NBA"
"63675","Reggie Evans",39.73915,-104.9847,"NBA"
"63676","Reggie Evans",39.95234,-75.16379,"NBA"
"63677","Reggie Evans",43.70011,-79.4163,"NBA"
"63678","Reggie Evans",34.05223,-118.24368,"NBA"
"63679","Reggie Evans",40.71427,-74.00597,"NBA"
"63680","Reggie Evans",40.71427,-74.00597,"NBA"
"63681","Reggie Evans",38.58157,-121.4944,"NBA"
"63690","Reggie Geary",40.2648,-74.8243,"Birth"
"63691","Reggie Geary",33.7633,-117.7942,"High School"
"63692","Reggie Geary",32.23188,-110.95347,"College"
"63693","Reggie Geary",41.4995,-81.69541,"NBA"
"63694","Reggie Geary",29.42412,-98.49363,"NBA"
"63709","Reggie Hanson",35.1232,-80.9343,"Birth"
"63710","Reggie Hanson",37.055,-84.4551,"High School"
"63711","Reggie Hanson",38.03036,-84.49938,"College"
"63712","Reggie Hanson",42.35843,-71.05977,"NBA"
"63729","Reggie Harding",42.3679,-83.1386,"High School"
"63731","Reggie Harding",42.33143,-83.04575,"NBA"
"63732","Reggie Harding",41.85003,-87.65005,"NBA"
"63733","Reggie Harding",39.76838,-86.15804,"NBA"
"63747","Reggie Jackson",45.9639,12.6575,"Birth"
"63748","Reggie Jackson",38.8609,-104.8734,"High School"
"63749","Reggie Jackson",42.33565,-71.17116,"College"
"63750","Reggie Jackson",35.46756,-97.51643,"NBA"
"63766","Reggie Johnson",33.8477,-84.2814,"Birth"
"63767","Reggie Johnson",33.6356,-84.2605,"High School"
"63768","Reggie Johnson",36.14811,-86.80305,"College"
"63769","Reggie Johnson",29.42412,-98.49363,"NBA"
"63770","Reggie Johnson",29.42412,-98.49363,"NBA"
"63771","Reggie Johnson",41.4995,-81.69541,"NBA"
"63772","Reggie Johnson",39.09973,-94.57857,"NBA"
"63773","Reggie Johnson",39.09973,-94.57857,"NBA"
"63774","Reggie Johnson",39.95234,-75.16379,"NBA"
"63775","Reggie Johnson",40.83399,-74.09709,"NBA"
"63785","Reggie Jordan",41.9288,-87.6315,"Birth"
"63786","Reggie Jordan",41.8813,-87.8441,"High School"
"63787","Reggie Jordan",32.28343,-106.75334,"College"
"63788","Reggie Jordan",34.05223,-118.24368,"NBA"
"63789","Reggie Jordan",33.749,-84.38798,"NBA"
"63790","Reggie Jordan",45.52345,-122.67621,"NBA"
"63791","Reggie Jordan",44.97997,-93.26384,"NBA"
"63792","Reggie Jordan",38.89511,-77.03637,"NBA"
"63804","Reggie King",33.4468,-86.7404,"Birth"
"63805","Reggie King",33.4468,-86.7404,"High School"
"63806","Reggie King",33.20944,-87.54149,"College"
"63807","Reggie King",39.09973,-94.57857,"NBA"
"63808","Reggie King",47.60621,-122.33207,"NBA"
"63823","Reggie Lacefield",41.608,-87.3411,"Birth"
"63825","Reggie Lacefield",42.28365,-85.61195,"College"
"63826","Reggie Lacefield",38.25424,-85.75941,"NBA"
"63842","Reggie Lewis",39.2904,-76.6122,"Birth"
"63843","Reggie Lewis",39.2904,-76.6122,"High School"
"63844","Reggie Lewis",42.33982,-71.08755,"College"
"63845","Reggie Lewis",42.35843,-71.05977,"NBA"
"63861","Reggie Miller",33.9936,-117.3832,"Birth"
"63862","Reggie Miller",33.9936,-117.3832,"High School"
"63863","Reggie Miller",34.02051,-118.28563,"College"
"63864","Reggie Miller",39.76838,-86.15804,"NBA"
"63880","Reggie Royals",34.2926,-78.6759,"Birth"
"63882","Reggie Royals",28.0692,-82.43609,"College"
"63883","Reggie Royals",32.71533,-117.15726,"NBA"
"63899","Reggie Slater",29.8688,-95.538,"Birth"
"63900","Reggie Slater",29.8688,-95.538,"High School"
"63901","Reggie Slater",41.31192,-105.57638,"College"
"63902","Reggie Slater",39.73915,-104.9847,"NBA"
"63903","Reggie Slater",45.52345,-122.67621,"NBA"
"63904","Reggie Slater",39.73915,-104.9847,"NBA"
"63905","Reggie Slater",32.78306,-96.80667,"NBA"
"63906","Reggie Slater",43.70011,-79.4163,"NBA"
"63907","Reggie Slater",44.97997,-93.26384,"NBA"
"63908","Reggie Slater",40.83399,-74.09709,"NBA"
"63909","Reggie Slater",33.749,-84.38798,"NBA"
"63910","Reggie Slater",44.97997,-93.26384,"NBA"
"63918","Reggie Smith",37.3239,-121.9144,"Birth"
"63919","Reggie Smith",37.3239,-121.9144,"High School"
"63920","Reggie Smith",32.70985,-97.36835,"College"
"63921","Reggie Smith",45.52345,-122.67621,"NBA"
"63937","Reggie Theus",33.9582,-118.3614,"Birth"
"63938","Reggie Theus",33.9582,-118.3614,"High School"
"63939","Reggie Theus",36.10775,-115.14167,"College"
"63940","Reggie Theus",41.85003,-87.65005,"NBA"
"63941","Reggie Theus",39.09973,-94.57857,"NBA"
"63942","Reggie Theus",38.58157,-121.4944,"NBA"
"63943","Reggie Theus",33.749,-84.38798,"NBA"
"63944","Reggie Theus",28.53834,-81.37924,"NBA"
"63945","Reggie Theus",40.83399,-74.09709,"NBA"
"63956","Reggie Williams",39.2904,-76.6122,"Birth"
"63957","Reggie Williams",39.2904,-76.6122,"High School"
"63958","Reggie Williams",38.90727,-77.07258,"College"
"63959","Reggie Williams",34.05223,-118.24368,"NBA"
"63960","Reggie Williams",41.4995,-81.69541,"NBA"
"63961","Reggie Williams",29.42412,-98.49363,"NBA"
"63962","Reggie Williams",29.42412,-98.49363,"NBA"
"63963","Reggie Williams",39.73915,-104.9847,"NBA"
"63964","Reggie Williams",39.76838,-86.15804,"NBA"
"63965","Reggie Williams",40.83399,-74.09709,"NBA"
"63975","Reggie Williams",37.2206,-77.2881,"Birth"
"63976","Reggie Williams",37.2206,-77.2881,"High School"
"63977","Reggie Williams",37.79041,-79.43587,"College"
"63978","Reggie Williams",37.80437,-122.2708,"NBA"
"63979","Reggie Williams",35.22709,-80.84313,"NBA"
"63980","Reggie Williams",35.46756,-97.51643,"NBA"
"63994","Renaldo Balkman",40.5453,-74.1786,"Birth"
"63995","Renaldo Balkman",34.7678,-79.4639,"High School"
"63996","Renaldo Balkman",33.7938,-79.0132,"College"
"63997","Renaldo Balkman",40.71427,-74.00597,"NBA"
"63998","Renaldo Balkman",39.73915,-104.9847,"NBA"
"63999","Renaldo Balkman",40.71427,-74.00597,"NBA"
"64013","Renaldo Major",41.9288,-87.6315,"Birth"
"64014","Renaldo Major",41.9288,-87.6315,"High School"
"64015","Renaldo Major",36.81256,-119.74663,"College"
"64016","Renaldo Major",37.80437,-122.2708,"NBA"
"64032","Rex Chapman",37.0941,-86.4286,"Birth"
"64033","Rex Chapman",37.7555,-87.0434,"High School"
"64034","Rex Chapman",38.03036,-84.49938,"College"
"64035","Rex Chapman",35.22709,-80.84313,"NBA"
"64036","Rex Chapman",38.89511,-77.03637,"NBA"
"64037","Rex Chapman",25.77427,-80.19366,"NBA"
"64038","Rex Chapman",33.44838,-112.07404,"NBA"
"64051","Rex Morgan",39.4995,-88.1581,"Birth"
"64052","Rex Morgan",39.4995,-88.1581,"High School"
"64053","Rex Morgan",33.82232,-85.76663,"College"
"64054","Rex Morgan",42.35843,-71.05977,"NBA"
"64070","Rex Walters",41.2079,-96.1183,"Birth"
"64071","Rex Walters",37.3239,-121.9144,"High School"
"64072","Rex Walters",38.8134,-97.60949,"College"
"64073","Rex Walters",40.83399,-74.09709,"NBA"
"64074","Rex Walters",39.95234,-75.16379,"NBA"
"64075","Rex Walters",25.77427,-80.19366,"NBA"
"64090","Rich Dumas",39.1185,-94.6248,"High School"
"64091","Rich Dumas",42.33982,-71.08755,"College"
"64092","Rich Dumas",29.76328,-95.36327,"NBA"
"64109","Rich Eichhorst",38.6272,-90.1978,"High School"
"64110","Rich Eichhorst",37.31255,-89.53093,"College"
"64111","Rich Eichhorst",38.62727,-90.19789,"NBA"
"64129","Rich Johnson",32.52425,-92.71599,"College"
"64130","Rich Johnson",42.35843,-71.05977,"NBA"
"64131","Rich Johnson",25.77427,-80.19366,"NBA"
"64132","Rich Johnson",36.07264,-79.79198,"NBA"
"64133","Rich Johnson",40.44062,-79.99589,"NBA"
"64146","Rich Jones",35.185,-90.0936,"Birth"
"64147","Rich Jones",35.185,-90.0936,"High School"
"64148","Rich Jones",35.1187,-89.93731,"College"
"64149","Rich Jones",32.78306,-96.80667,"NBA"
"64150","Rich Jones",32.78306,-96.80667,"NBA"
"64151","Rich Jones",32.78306,-96.80667,"NBA"
"64152","Rich Jones",29.42412,-98.49363,"NBA"
"64153","Rich Jones",40.71427,-74.00597,"NBA"
"64154","Rich Jones",40.71427,-74.00597,"NBA"
"64165","Rich Kelley",37.555,-122.2687,"Birth"
"64166","Rich Kelley",37.4208,-122.2597,"High School"
"64167","Rich Kelley",37.42716,-122.17024,"College"
"64168","Rich Kelley",29.95465,-90.07507,"NBA"
"64169","Rich Kelley",40.83399,-74.09709,"NBA"
"64170","Rich Kelley",33.44838,-112.07404,"NBA"
"64171","Rich Kelley",39.73915,-104.9847,"NBA"
"64172","Rich Kelley",40.76078,-111.89105,"NBA"
"64173","Rich Kelley",38.58157,-121.4944,"NBA"
"64184","Rich King",40.8176,-96.7114,"Birth"
"64185","Rich King",41.2079,-96.1183,"High School"
"64186","Rich King",42.02871,-103.73095,"College"
"64187","Rich King",47.60621,-122.33207,"NBA"
"64203","Rich Laurel",39.9524,-75.1653,"Birth"
"64204","Rich Laurel",39.9524,-75.1653,"High School"
"64205","Rich Laurel",40.71455,-73.60068,"College"
"64206","Rich Laurel",43.0389,-87.90647,"NBA"
"64222","Rich Manning",47.1511,-122.4492,"Birth"
"64223","Rich Manning",38.6681,-121.3736,"High School"
"64224","Rich Manning",38.9515,-77.08998,"College"
"64225","Rich Manning",49.24966,-123.11934,"NBA"
"64226","Rich Manning",49.24966,-123.11934,"NBA"
"64227","Rich Manning",34.05223,-118.24368,"NBA"
"64241","Rich Niemann",38.6272,-90.1978,"Birth"
"64242","Rich Niemann",38.6272,-90.1978,"High School"
"64243","Rich Niemann",38.63533,-90.23372,"College"
"64244","Rich Niemann",42.33143,-83.04575,"NBA"
"64245","Rich Niemann",43.0389,-87.90647,"NBA"
"64246","Rich Niemann",42.35843,-71.05977,"NBA"
"64247","Rich Niemann",36.07264,-79.79198,"NBA"
"64248","Rich Niemann",25.77427,-80.19366,"NBA"
"64249","Rich Niemann",32.78306,-96.80667,"NBA"
"64260","Rich Peek",25.9388,-80.2144,"Birth"
"64261","Rich Peek",30.4621,-87.2174,"High School"
"64262","Rich Peek",32.509,-92.58998,"College"
"64263","Rich Peek",32.78306,-96.80667,"NBA"
"64281","Rich Rinaldi",6.8809,79.859,"College"
"64282","Rich Rinaldi",39.29038,-76.61219,"NBA"
"64283","Rich Rinaldi",38.89511,-77.03637,"NBA"
"64284","Rich Rinaldi",40.71427,-74.00597,"NBA"
"64298","Rich Yonakor",41.5683,-81.526,"Birth"
"64299","Rich Yonakor",41.5683,-81.526,"High School"
"64300","Rich Yonakor",36.00153,-78.94001,"College"
"64301","Rich Yonakor",29.42412,-98.49363,"NBA"
"64317","Richard Anderson",33.7352,-118.315,"Birth"
"64318","Richard Anderson",33.7877,-117.9738,"High School"
"64319","Richard Anderson",34.42282,-119.69637,"College"
"64320","Richard Anderson",32.71533,-117.15726,"NBA"
"64321","Richard Anderson",39.73915,-104.9847,"NBA"
"64322","Richard Anderson",29.76328,-95.36327,"NBA"
"64323","Richard Anderson",29.76328,-95.36327,"NBA"
"64324","Richard Anderson",45.52345,-122.67621,"NBA"
"64325","Richard Anderson",35.22709,-80.84313,"NBA"
"64336","Richard Clark",41.0221,-83.6789,"Birth"
"64337","Richard Clark",41.1908,-83.6864,"High School"
"64338","Richard Clark",37.73814,-84.3016,"College"
"64339","Richard Clark",44.97997,-93.26384,"NBA"
"64340","Richard Clark",29.76328,-95.36327,"NBA"
"64355","Richard Coffey",35.3071,-76.7782,"Birth"
"64356","Richard Coffey",35.3071,-76.7782,"High School"
"64357","Richard Coffey",44.97441,-93.233,"College"
"64358","Richard Coffey",44.97997,-93.26384,"NBA"
"64374","Richard Dumas",36.0492,-96.0712,"Birth"
"64375","Richard Dumas",36.0492,-96.0712,"High School"
"64376","Richard Dumas",35.19804,-97.44459,"College"
"64377","Richard Dumas",33.44838,-112.07404,"NBA"
"64378","Richard Dumas",33.44838,-112.07404,"NBA"
"64379","Richard Dumas",39.95234,-75.16379,"NBA"
"64395","Richard Fisher",40.00915,-105.26902,"College"
"64396","Richard Fisher",40.76078,-111.89105,"NBA"
"64397","Richard Fisher",25.77427,-80.19366,"NBA"
"64412","Richard Hamilton",39.9683,-75.8267,"Birth"
"64413","Richard Hamilton",39.9683,-75.8267,"High School"
"64414","Richard Hamilton",41.31121,-72.92649,"College"
"64415","Richard Hamilton",38.89511,-77.03637,"NBA"
"64416","Richard Hamilton",42.33143,-83.04575,"NBA"
"64417","Richard Hamilton",41.85003,-87.65005,"NBA"
"64431","Richard Jefferson",34.0396,-118.2661,"Birth"
"64432","Richard Jefferson",33.5586,-112.0955,"High School"
"64433","Richard Jefferson",32.23188,-110.95347,"College"
"64434","Richard Jefferson",40.83399,-74.09709,"NBA"
"64435","Richard Jefferson",43.0389,-87.90647,"NBA"
"64436","Richard Jefferson",29.42412,-98.49363,"NBA"
"64437","Richard Jefferson",37.80437,-122.2708,"NBA"
"64438","Richard Jefferson",40.76078,-111.89105,"NBA"
"64452","Richard Moore",41.86663,-103.66717,"College"
"64453","Richard Moore",39.73915,-104.9847,"NBA"
"64469","Richard Morton",37.7312,-122.3826,"Birth"
"64470","Richard Morton",37.7312,-122.3826,"High School"
"64471","Richard Morton",33.8781,-117.8824,"College"
"64472","Richard Morton",39.76838,-86.15804,"NBA"
"64490","Richard Parks",38.63533,-90.23372,"College"
"64491","Richard Parks",40.44062,-79.99589,"NBA"
"64507","Richard Petruska",48.2156,18.607,"Birth"
"64508","Richard Petruska",48.2156,18.607,"High School"
"64509","Richard Petruska",34.02051,-118.28563,"College"
"64510","Richard Petruska",29.76328,-95.36327,"NBA"
"64526","Richard Rellford",26.78,-80.0672,"Birth"
"64527","Richard Rellford",26.78,-80.0672,"High School"
"64528","Richard Rellford",42.84031,-84.47982,"College"
"64529","Richard Rellford",29.42412,-98.49363,"NBA"
"64545","Richard Washington",45.4691,-122.5535,"Birth"
"64546","Richard Washington",45.4691,-122.5535,"High School"
"64547","Richard Washington",34.02051,-118.28563,"College"
"64548","Richard Washington",39.09973,-94.57857,"NBA"
"64549","Richard Washington",43.0389,-87.90647,"NBA"
"64550","Richard Washington",32.78306,-96.80667,"NBA"
"64551","Richard Washington",41.4995,-81.69541,"NBA"
"64564","Richie Frahm",45.8081,-122.4816,"Birth"
"64565","Richie Frahm",45.8081,-122.4816,"High School"
"64566","Richie Frahm",47.66573,-117.40244,"College"
"64567","Richie Frahm",47.60621,-122.33207,"NBA"
"64568","Richie Frahm",45.52345,-122.67621,"NBA"
"64569","Richie Frahm",44.97997,-93.26384,"NBA"
"64570","Richie Frahm",29.76328,-95.36327,"NBA"
"64571","Richie Frahm",34.05223,-118.24368,"NBA"
"64583","Richie Guerin",40.8424,-73.8556,"Birth"
"64584","Richie Guerin",40.8424,-73.8556,"High School"
"64585","Richie Guerin",40.92593,-73.78708,"College"
"64586","Richie Guerin",40.71427,-74.00597,"NBA"
"64587","Richie Guerin",38.62727,-90.19789,"NBA"
"64588","Richie Guerin",33.749,-84.38798,"NBA"
"64603","Richie Niemiera",41.9288,-87.6315,"High School"
"64604","Richie Niemiera",41.7031,-86.23917,"College"
"64605","Richie Niemiera",41.1306,-85.12886,"NBA"
"64606","Richie Niemiera",41.1306,-85.12886,"NBA"
"64607","Richie Niemiera",40.10532,-85.68025,"NBA"
"64621","Richie Regan",40.7211,-74.147,"Birth"
"64622","Richie Regan",40.7211,-74.147,"High School"
"64623","Richie Regan",40.7426,-74.24737,"College"
"64624","Richie Regan",43.15478,-77.61556,"NBA"
"64625","Richie Regan",39.162,-84.45689,"NBA"
"64640","Rick Adelman",33.9251,-118.2032,"Birth"
"64641","Rick Adelman",33.9231,-118.1396,"High School"
"64642","Rick Adelman",33.97087,-118.4187,"College"
"64643","Rick Adelman",32.71533,-117.15726,"NBA"
"64644","Rick Adelman",45.52345,-122.67621,"NBA"
"64645","Rick Adelman",41.85003,-87.65005,"NBA"
"64646","Rick Adelman",41.85003,-87.65005,"NBA"
"64647","Rick Adelman",29.95465,-90.07507,"NBA"
"64648","Rick Adelman",39.09973,-94.57857,"NBA"
"64659","Rick Barry",40.6728,-74.179,"Birth"
"64660","Rick Barry",40.6654,-74.2662,"High School"
"64661","Rick Barry",25.74649,-80.36755,"College"
"64662","Rick Barry",37.77493,-122.41942,"NBA"
"64663","Rick Barry",37.80437,-122.2708,"NBA"
"64664","Rick Barry",38.89511,-77.03637,"NBA"
"64665","Rick Barry",40.71427,-74.00597,"NBA"
"64666","Rick Barry",37.80437,-122.2708,"NBA"
"64667","Rick Barry",29.76328,-95.36327,"NBA"
"64678","Rick Brunson",43.0347,-76.0729,"Birth"
"64679","Rick Brunson",42.5153,-70.9075,"High School"
"64680","Rick Brunson",39.98095,-75.15296,"College"
"64681","Rick Brunson",45.52345,-122.67621,"NBA"
"64682","Rick Brunson",40.71427,-74.00597,"NBA"
"64683","Rick Brunson",42.35843,-71.05977,"NBA"
"64684","Rick Brunson",40.71427,-74.00597,"NBA"
"64685","Rick Brunson",45.52345,-122.67621,"NBA"
"64686","Rick Brunson",41.85003,-87.65005,"NBA"
"64687","Rick Brunson",43.70011,-79.4163,"NBA"
"64688","Rick Brunson",41.85003,-87.65005,"NBA"
"64689","Rick Brunson",34.05223,-118.24368,"NBA"
"64690","Rick Brunson",47.60621,-122.33207,"NBA"
"64691","Rick Brunson",29.76328,-95.36327,"NBA"
"64697","Rick Calloway",39.1666,-84.5465,"Birth"
"64698","Rick Calloway",39.1666,-84.5465,"High School"
"64699","Rick Calloway",38.8134,-97.60949,"College"
"64700","Rick Calloway",38.58157,-121.4944,"NBA"
"64716","Rick Carlisle",44.6052,-75.5947,"Birth"
"64717","Rick Carlisle",44.7499,-75.2842,"High School"
"64718","Rick Carlisle",38.03561,-78.50329,"College"
"64719","Rick Carlisle",42.35843,-71.05977,"NBA"
"64720","Rick Carlisle",40.71427,-74.00597,"NBA"
"64721","Rick Carlisle",40.83399,-74.09709,"NBA"
"64737","Rick Darnell",37.33578,-121.88245,"College"
"64738","Rick Darnell",36.84681,-76.28522,"NBA"
"64754","Rick Fox",40.4903,-80.6709,"Birth"
"64755","Rick Fox",41.2023,-85.863,"High School"
"64756","Rick Fox",36.00153,-78.94001,"College"
"64757","Rick Fox",42.35843,-71.05977,"NBA"
"64758","Rick Fox",34.05223,-118.24368,"NBA"
"64773","Rick Hughes",39.1666,-84.5465,"Birth"
"64774","Rick Hughes",39.1666,-84.5465,"High School"
"64775","Rick Hughes",42.80682,-71.48436,"College"
"64776","Rick Hughes",32.78306,-96.80667,"NBA"
"64792","Rick Mahorn",41.7686,-72.6745,"Birth"
"64793","Rick Mahorn",41.7686,-72.6745,"High School"
"64794","Rick Mahorn",37.02297,-76.33336,"College"
"64795","Rick Mahorn",38.89511,-77.03637,"NBA"
"64796","Rick Mahorn",42.33143,-83.04575,"NBA"
"64797","Rick Mahorn",39.95234,-75.16379,"NBA"
"64798","Rick Mahorn",40.83399,-74.09709,"NBA"
"64799","Rick Mahorn",42.33143,-83.04575,"NBA"
"64800","Rick Mahorn",39.95234,-75.16379,"NBA"
"64811","Rick Mount",40.05,-86.4739,"Birth"
"64812","Rick Mount",40.05,-86.4739,"High School"
"64813","Rick Mount",40.42809,-86.92251,"College"
"64814","Rick Mount",39.76838,-86.15804,"NBA"
"64815","Rick Mount",38.25424,-85.75941,"NBA"
"64816","Rick Mount",38.25424,-85.75941,"NBA"
"64817","Rick Mount",40.76078,-111.89105,"NBA"
"64818","Rick Mount",35.14953,-90.04898,"NBA"
"64830","Rick Roberson",35.185,-90.0936,"Birth"
"64831","Rick Roberson",35.185,-90.0936,"High School"
"64832","Rick Roberson",39.13145,-84.51633,"College"
"64833","Rick Roberson",34.05223,-118.24368,"NBA"
"64834","Rick Roberson",41.4995,-81.69541,"NBA"
"64835","Rick Roberson",45.52345,-122.67621,"NBA"
"64836","Rick Roberson",29.95465,-90.07507,"NBA"
"64837","Rick Roberson",39.09973,-94.57857,"NBA"
"64849","Rick Robey",25.7541,-80.271,"Birth"
"64850","Rick Robey",29.9589,-90.1568,"High School"
"64851","Rick Robey",38.03036,-84.49938,"College"
"64852","Rick Robey",39.76838,-86.15804,"NBA"
"64853","Rick Robey",42.35843,-71.05977,"NBA"
"64854","Rick Robey",33.44838,-112.07404,"NBA"
"64870","Rick Weitzman",42.33982,-71.08755,"College"
"64871","Rick Weitzman",42.35843,-71.05977,"NBA"
"64887","Rick Wilson",38.0858,-85.8495,"Birth"
"64888","Rick Wilson",38.0858,-85.8495,"High School"
"64889","Rick Wilson",38.21507,-85.75913,"College"
"64890","Rick Wilson",33.749,-84.38798,"NBA"
"64906","Rickey Brown",32.63,-90.03,"Birth"
"64907","Rickey Brown",33.8477,-84.2814,"High School"
"64908","Rickey Brown",34.38238,-89.53988,"College"
"64909","Rickey Brown",37.80437,-122.2708,"NBA"
"64910","Rickey Brown",33.749,-84.38798,"NBA"
"64925","Rickey Green",41.9288,-87.6315,"Birth"
"64926","Rickey Green",41.9288,-87.6315,"High School"
"64927","Rickey Green",42.84031,-84.47982,"College"
"64928","Rickey Green",37.80437,-122.2708,"NBA"
"64929","Rickey Green",42.33143,-83.04575,"NBA"
"64930","Rickey Green",40.76078,-111.89105,"NBA"
"64931","Rickey Green",35.22709,-80.84313,"NBA"
"64932","Rickey Green",43.0389,-87.90647,"NBA"
"64933","Rickey Green",39.76838,-86.15804,"NBA"
"64934","Rickey Green",39.95234,-75.16379,"NBA"
"64935","Rickey Green",42.35843,-71.05977,"NBA"
"64944","Rickey Williams",42.9864,-78.7279,"Birth"
"64945","Rickey Williams",42.9864,-78.7279,"High School"
"64946","Rickey Williams",33.78349,-118.11397,"College"
"64947","Rickey Williams",40.76078,-111.89105,"NBA"
"64963","Rickie Winslow",29.8688,-95.538,"Birth"
"64964","Rickie Winslow",29.8688,-95.538,"High School"
"64965","Rickie Winslow",29.72081,-95.34335,"College"
"64966","Rickie Winslow",43.0389,-87.90647,"NBA"
"64982","Ricky Berry",42.7422,-84.5255,"Birth"
"64983","Ricky Berry",37.1747,-121.6518,"High School"
"64984","Ricky Berry",37.33578,-121.88245,"College"
"64985","Ricky Berry",38.58157,-121.4944,"NBA"
"65001","Ricky Blanton",25.9388,-80.2144,"Birth"
"65002","Ricky Blanton",25.9388,-80.2144,"High School"
"65003","Ricky Blanton",29.93987,-90.11954,"College"
"65004","Ricky Blanton",41.85003,-87.65005,"NBA"
"65020","Ricky Davis",36.11,-115.2118,"Birth"
"65021","Ricky Davis",41.5798,-90.625,"High School"
"65022","Ricky Davis",41.65502,-91.55684,"College"
"65023","Ricky Davis",35.22709,-80.84313,"NBA"
"65024","Ricky Davis",25.77427,-80.19366,"NBA"
"65025","Ricky Davis",41.4995,-81.69541,"NBA"
"65026","Ricky Davis",42.35843,-71.05977,"NBA"
"65027","Ricky Davis",44.97997,-93.26384,"NBA"
"65028","Ricky Davis",25.77427,-80.19366,"NBA"
"65029","Ricky Davis",34.05223,-118.24368,"NBA"
"65039","Ricky Grace",32.7825,-96.8207,"Birth"
"65040","Ricky Grace",32.7825,-96.8207,"High School"
"65041","Ricky Grace",35.19804,-97.44459,"College"
"65042","Ricky Grace",33.749,-84.38798,"NBA"
"65058","Ricky Ledo",41.8195,-71.4107,"Birth"
"65059","Ricky Ledo",41.7081,-73.4191,"High School"
"65061","Ricky Ledo",32.78306,-96.80667,"NBA"
"65077","Ricky Marsh",40.8424,-73.8556,"Birth"
"65078","Ricky Marsh",40.8424,-73.8556,"High School"
"65079","Ricky Marsh",39.18582,-96.57888,"College"
"65080","Ricky Marsh",37.80437,-122.2708,"NBA"
"65096","Ricky Pierce",32.7825,-96.8207,"Birth"
"65097","Ricky Pierce",32.8756,-96.6482,"High School"
"65098","Ricky Pierce",29.71912,-95.39744,"College"
"65099","Ricky Pierce",42.33143,-83.04575,"NBA"
"65100","Ricky Pierce",32.71533,-117.15726,"NBA"
"65101","Ricky Pierce",43.0389,-87.90647,"NBA"
"65102","Ricky Pierce",47.60621,-122.33207,"NBA"
"65103","Ricky Pierce",37.80437,-122.2708,"NBA"
"65104","Ricky Pierce",39.76838,-86.15804,"NBA"
"65105","Ricky Pierce",39.73915,-104.9847,"NBA"
"65106","Ricky Pierce",35.22709,-80.84313,"NBA"
"65107","Ricky Pierce",43.0389,-87.90647,"NBA"
"65115","Ricky Rubio",41.3984,2.1741,"Birth"
"65118","Ricky Rubio",44.97997,-93.26384,"NBA"
"65134","Ricky Sobers",40.8424,-73.8556,"Birth"
"65135","Ricky Sobers",40.8424,-73.8556,"High School"
"65136","Ricky Sobers",36.10775,-115.14167,"College"
"65137","Ricky Sobers",33.44838,-112.07404,"NBA"
"65138","Ricky Sobers",39.76838,-86.15804,"NBA"
"65139","Ricky Sobers",41.85003,-87.65005,"NBA"
"65140","Ricky Sobers",38.89511,-77.03637,"NBA"
"65141","Ricky Sobers",47.60621,-122.33207,"NBA"
"65153","Ricky Wilson",37.0627,-76.4052,"Birth"
"65154","Ricky Wilson",37.0627,-76.4052,"High School"
"65155","Ricky Wilson",38.83229,-77.30809,"College"
"65156","Ricky Wilson",40.83399,-74.09709,"NBA"
"65157","Ricky Wilson",29.42412,-98.49363,"NBA"
"65172","Rik Smits",51.45,5.4667,"Birth"
"65173","Rik Smits",51.45,5.4667,"High School"
"65174","Rik Smits",41.72204,-73.9343,"College"
"65175","Rik Smits",39.76838,-86.15804,"NBA"
"65191","Riney Lochmann",37.7083,-97.2251,"Birth"
"65192","Riney Lochmann",37.7083,-97.2251,"High School"
"65193","Riney Lochmann",38.8134,-97.60949,"College"
"65194","Riney Lochmann",32.78306,-96.80667,"NBA"
"65210","Rob Kurz",39.9524,-75.1653,"Birth"
"65211","Rob Kurz",39.9524,-75.1653,"High School"
"65212","Rob Kurz",41.7031,-86.23917,"College"
"65213","Rob Kurz",37.80437,-122.2708,"NBA"
"65229","Rob Lock",36.659,-119.4065,"Birth"
"65230","Rob Lock",36.659,-119.4065,"High School"
"65231","Rob Lock",38.03036,-84.49938,"College"
"65232","Rob Lock",34.05223,-118.24368,"NBA"
"65248","Rob Rose",43.1493,-77.5081,"Birth"
"65249","Rob Rose",43.1493,-77.5081,"High School"
"65250","Rob Rose",38.83229,-77.30809,"College"
"65251","Rob Rose",34.05223,-118.24368,"NBA"
"65267","Rob Williams",29.8688,-95.538,"Birth"
"65268","Rob Williams",29.8688,-95.538,"High School"
"65269","Rob Williams",29.72081,-95.34335,"College"
"65270","Rob Williams",39.73915,-104.9847,"NBA"
"65286","Robbie Hummel",41.4591,-87.139,"Birth"
